date, symbol, reportedCurrency, cik, fillingDate, acceptedDate, calendarYear, period, revenue, costOfRevenue, grossProfit, grossProfitRatio, researchAndDevelopmentExpenses, generalAndAdministrativeExpenses, sellingAndMarketingExpenses, sellingGeneralAndAdministrativeExpenses, otherExpenses, operatingExpenses, costAndExpenses, interestIncome, interestExpense, depreciationAndAmortization, ebitda, ebitdaratio, operatingIncome, operatingIncomeRatio, totalOtherIncomeExpensesNet, incomeBeforeTax, incomeBeforeTaxRatio, incomeTaxExpense, netIncome, netIncomeRatio, eps, epsdiluted, weightedAverageShsOut, weightedAverageShsOutDil, link, finalLink, lastRetainedEarnings, stockRepurchases, dividendsPaid, otherDistributions, retainedEarnings, grossPPE, annualDepreciation, capitalExpenditure, netPPE, lastGoodwill, acquisitionsAndAdjustments, goodwill
"2023-12-31","ONEE.BK","THB","0000000000","2023-12-31","2023-12-30 19:00:00","2023","FY","6432207059","3962142070","2470064989","0.3840151547","0","1561726269","400973599","1912175868","0","1912175868","5874317938","18599615","7440923","1427812000","1985701120","0.308712251","557889120","0.0867337004","93846456","651735576","0.1013237867","142773172","179383395","0.0785255186","0.21","0.21","2381250000","2381250000","","","-661162000","0","-16","156698469","-504463515","745223416","359594000","79279737","306349679","1536143000","-268","1536142732",
"2022-12-31","ONEE.BK","THB","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY","6128360497","3554241007","2574119490","0.4200339538","0","1507048435","305462526","1812510961","-98393722","1714117239","5268358246","9212315","13961000","1423298816","2283301067","0.372579431","860002251","0.1403315375","-2821643","857180608","0.1398711137","118906218","738530893","0.120510354","0.31","0.31","2381250000","2381250000","","",
"2021-12-31","ONEE.BK","THB","0000000000","2021-12-31","2021-12-30 19:00:00","2021","FY","5346788702","2637135184","2709653518","0.5067814849","0","1497693929","209299509","1706993438","-89028155","1617965283","4255100467","2304247","128660588","1072026222","2163714457","0.4046755123","1091688235","0.2041764311","-126256646","965431589","0.1805628842","137007588","828376458","0.1549297165","0.35","0.35","2381250000","2381250000","","",
"2020-12-31","ONEE.BK","THB","0000000000","2020-12-31","2020-12-30 19:00:00","2020","FY","3126775079","1538926264","1587848815","0.5078231644","0","802984871","119422455","922407326","-88323885","834083441","2373009705","1018502","87069525","814771038","1568536412","0.5016467038","753765374","0.241067987","-81371287","672394087","0.2150439574","38496588","631225160","0.2018773797","0.27","0.27","2381250000","2381250000","","",
